UniprotID.TF	UniprotID.Target	NCBI.GeneID.TF	NCBI.GeneID.Target	Name.TF	Name.Target	Detection.method	PubmedID	Organism	Source.database	Small-scale.evidence	TF.TFLink.ortho	TF.nonTFLink.ortho	Target.TFLink.ortho	Target.nonTFLink.ortho
P01106	P14618	4609	5315	MYC	PKM	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Dr:Q7ZVT2;Mm:P52480;Rn:P11980	-
Q01094	Q01415	1869	2585	E2F1	GALK2	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:Q61501;Rn:O09139	-	Ce:O01969;Dm:Q95U34;Dr:E7FDP4;Rn:Q5XIG6;Sc:P04385;Sc:P13045	Mm:Q8BUU7
Q9UL17	P25490	30009	7528	TBX21	YY1	chromatin immunoprecipitation assay;inferred by curator	29087512;21272048;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:Q9JKD8;Rn:D3ZCM2	-	Mm:Q00899;Rn:Q8CHJ4	-
P61964	P01106	11091	4609	WDR5	MYC	chromatin immunoprecipitation assay;inferred by curator	24782528;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Dm:Q9V3J8;Dr:Q7ZTX2;Mm:P61965	Rn:Q498M4	Dr:F1RC36;Mm:P01108	-
P08047	P04818	6667	7298	SP1	TYMS	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	29126285;27924024;10875244;9218479;29087512;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Ce:Q9N588;Dm:O76511;Dr:Q6P045;Mm:P07607;Rn:P45352;Sc:P06785	-
P04637	Q9H741	7157	79794	TP53	SPRING	chromatin immunoprecipitation assay;inferred by curator	29126285;20227041;27924024;24234451	Homo sapiens	GTRD;IntAct_via_DoRothEA;ReMap	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	Dr:B8JM65;Mm:Q8BTG6;Rn:D3ZTN6	-
P13631	P28482	5916	5594	RARG	MAPK1	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:Q91392;Mm:P18911	Rn:D3ZF61	Ce:P39745;Mm:P63085;Rn:P63086	Dr:Q6P023
P05549	P27695	7020	328	TFAP2A	APEX1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	-	-	Ce:G5EBR7;Mm:P28352;Rn:P43138	Dr:A0A2R9YJQ0
Q02577	Q14469	4808	3280	NHLH2	HES1	inferred by curator	29087512;21573214	Homo sapiens	TRRUST	Yes	Mm:Q64221	Rn:D4A265	Dr:Q6PBX3;Mm:P35428;Rn:D4ADT9	-
P01106	Q15078	4609	8851	MYC	CDK5R1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Dr:F1Q6W4;Mm:P61809;Rn:P61810	-
O75030	P51798	4286	1186	MITF	CLCN7	chromatin immunoprecipitation assay;inferred by curator	1999537;19067971;26578589;22761861;18971253;27924024	Homo sapiens	GTRD;ORegAnno;PAZAR;TFactS_via_DoRothea	Yes	Dr:F1Q885;Mm:Q08874;Rn:O88368	-	Ce:G5EC75;Dm:Q7JZ25;Rn:P51799	Mm:F6SUM2
Q15910	P60484	2146	5728	EZH2	PTEN	chromatin immunoprecipitation assay;inferred by curator	22956625;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:Q61188;Rn:B5DFE2	Dr:F1QQ58	Dr:Q7ZZ56;Dr:Q6TGR7;Mm:O08586;Rn:O54857	Dm:Q9Y0B6
P35659	Q13489	7913	330	DEK	BIRC3	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;16829531	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:F1R6C4;Mm:Q7TNV0;Rn:Q6AXS3	-	-	-
Q16254	O95258	1874	9016	E2F4	SLC25A14	chromatin immunoprecipitation array;chromatin immunoprecipitation assay;inferred by curator	29126285;26578589;18971253;27924024;17531812;17202159;22900683	Homo sapiens	GTRD;HTRI;ORegAnno;PAZAR;ReMap;TRED	Yes	Dr:A0A0R4ICD5;Mm:Q8R0K9;Rn:D4A9V4	-	Mm:Q9Z2B2;Rn:Q9EP88	Dr:Q7ZVV6
Q8N907	P16220	199699	1385	DAND5	CREB1	chromatin immunoprecipitation assay;inferred by curator	29087512;17937658;29126285	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Dr:Q803K8;Mm:Q01147;Rn:P15337	Dr:E9QHG0
O95243	P11473	8930	7421	MBD4	VDR	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;17229570	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:A0A0R4J0A8;Rn:D4A9W8	-	Dr:Q1L673;Mm:P48281;Rn:G3V744	-
P01106	Q07820	4609	4170	MYC	MCL1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Mm:P97287	Dr:Q1L8X3
Q03060	Q16552	1390	3605	CREM	IL17A	inferred by curator	22025620;24234451	Homo sapiens	IntAct_via_DoRothEA	Yes	Rn:Q03061	Mm:D3Z7M6	Mm:Q62386	Rn:G3V7M4
Q12772	P14324	6721	2224	SREBF2	FDPS	chromatin immunoprecipitation assay;inferred by curator	20450493;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:F1RC21;Mm:Q3U1N2;Rn:F1MA23	-	Ce:O62336;Dm:Q7KN61;Mm:Q920E5;Sc:P08524	Dr:F1QN60;Rn:A0A0G2JXT3
P14921	P01579	2113	3458	ETS1	IFNG	chromatin immunoprecipitation assay;inferred by curator	17202159;20019798;22900683	Homo sapiens	HTRI;TRED	Yes	Mm:P27577;Rn:P41156	-	Mm:P01580	Rn:P01581
Q01860	P23229	5460	3655	POU5F1	ITGA6	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;22311737	Homo sapiens	GTRD;ReMap;TRRUST	Yes	-	-	Mm:Q61739;Rn:G3V667	Dr:A8WHQ7
P01100	Q9UBC9	2353	6707	FOS	SPRR3	chromatin immunoprecipitation assay;inferred by curator	29126285;9889002;26578589;18971253;27924024;17202159;29087512	Homo sapiens	GTRD;ORegAnno;PAZAR;ReMap;TRED;TRRUST	Yes	Dr:Q6P0S4;Mm:P01101;Rn:P12841	-	Rn:D3ZHQ6	-
P15036	P05230	2114	2246	ETS2	FGF1	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:Q501S1;Mm:P15037;Rn:D4AAH4	-	Mm:P61148;Rn:P61149	Dr:A0A0R4I9A1
P14859	P05549	5451	7020	POU2F1	TFAP2A	chromatin immunoprecipitation assay;inferred by curator	17202159;18971253;27924024;26578589	Homo sapiens	GTRD;ORegAnno;PAZAR;TRED	Yes	Rn:F1LRD7	Mm:A0A0R4J1Z4	-	-
Q9UM63	O95255	5325	368	PLAGL1	ABCC6	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	29087512;18850323;22900683	Homo sapiens	HTRI;TRRUST	Yes	Mm:Q9JLQ4	Rn:P70616	Mm:Q9R1S7;Rn:O88269	-
Q14209	Q9H7J1	1870	90673	E2F2	PPP1R3E	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:E7FFJ8;Mm:P56931;Rn:M0RDX6	-	Ce:H2KZH6;Mm:H3BJB2;Rn:F1LRU5	-
P01106	P10600	4609	7043	MYC	TGFB3	chromatin immunoprecipitation assay;inferred by curator	29126285;12695333;27924024;17202159;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Mm:Q91YU7;Rn:Q07258	Dr:Q66I23
Q00653	P29965	4791	959	NFKB2	CD40LG	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:Q0II00;Mm:Q9WTK5;Rn:Q5U2Z4	-	Mm:P27548	Rn:A0SZW2
P10914	P22301	3659	3586	IRF1	IL10	chromatin immunoprecipitation assay;inferred by curator	29087512;26578589;27924024;12817009	Homo sapiens	GTRD;ORegAnno;TRRUST	Yes	Mm:P15314;Rn:Q6DGG4	-	Dr:Q5EFQ8;Mm:P18893	Rn:P29456
P23771	Q9H6U6	2625	54828	GATA3	BCAS3	chromatin immunoprecipitation assay;inferred by curator	29126285;24234451;26028330;18971253;27924024	Homo sapiens	GTRD;IntAct_via_DoRothEA;PAZAR;ReMap	Yes	Dr:Q91428;Mm:P23772;Rn:Q99NH5	-	Ce:Q8MQ22	Dr:F1QA02;Mm:B1AR74
P14921	P24821	2113	3371	ETS1	TNC	inferred by curator	10618716;17202159;29087512;15001984	Homo sapiens	TRED;TRRUST	Yes	Mm:P27577;Rn:P41156	-	Mm:Q80YX1	Dr:A0A2R8S019;Rn:A0A0G2K1L0
P19838	P55075	4790	2253	NFKB1	FGF8	chromatin immunoprecipitation assay;inferred by curator	16683270;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	-	Dr:A2CF52;Mm:Q80ZL6;Rn:Q76LI5
P15336	P60323	1386	342977	ATF2	NANOS3	chromatin immunoprecipitation assay;inferred by curator	29087512;16497991;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:P16951;Rn:Q00969	Dr:F1QIZ9	Mm:P60324	Dr:Q90WW1;Rn:D4A138
P49715	P06213	1050	3643	CEBPA	INSR	chromatin immunoprecipitation assay;inferred by curator	29126285;8288055;26578589;18971253;27924024;29087512	Homo sapiens	GTRD;ORegAnno;PAZAR;ReMap;TRRUST	Yes	Dr:Q8UVZ1;Mm:P53566;Rn:A0A0H2UI22	-	Dr:Q1LVG4;Dr:F1QNX5;Mm:P15208;Rn:T2CB11	-
O15105	P02461	4092	1281	SMAD7	COL3A1	inferred by curator	11279127;22761861	Homo sapiens	TFactS_via_DoRothea	Yes	Dr:Q8AWR7;Mm:O35253;Rn:A0A0G2JSQ5	-	Mm:P08121;Rn:P13941	-
Q12778	P01127	2308	5155	FOXO1	PDGFB	chromatin immunoprecipitation assay;inferred by curator	29087512;27924024;19244250	Homo sapiens	GTRD;TRRUST	Yes	Dr:A3RK74;Mm:Q9R1E0;Rn:G3V7R4	-	Mm:A0A0R4IZW4;Rn:G3V882	-
P03372	O95361	2099	10626	ESR1	TRIM16	chromatin immunoprecipitation assay;inferred by curator	21878914;18971253;27924024;20034404;22900683	Homo sapiens	GTRD;HTRI;PAZAR	Yes	Mm:P19785	Rn:A0A0G2K0D4	-	Dr:F1QYM0;Rn:D3ZW47
P15172	O00763	4654	32	MYOD1	ACACB	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	29126285;27924024;29087512;22900683;11076940	Homo sapiens	GTRD;HTRI;ReMap;TRRUST	Yes	Dr:Q90477;Mm:P10085;Rn:A0JPK9	-	Mm:E9Q4Z2	Dr:F1QX79;Rn:E9PSQ0
O75376	P27469	9611	50486	NCOR1	G0S2	inferred by curator	23098689;29087512	Homo sapiens	TRRUST	Yes	Rn:A0A0G2K2B4	Mm:Q5RIM6	Mm:Q61585;Rn:Q5M840	-
P01106	Q9BWM7	4609	81855	MYC	SFXN3	chromatin immunoprecipitation assay;inferred by curator	29126285;12747840;27924024;17202159;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Dr:B8JJ32;Mm:Q91V61;Rn:G3V804	-
Q01543	P11308	2313	2078	FLI1	ERG	chromatin immunoprecipitation assay;inferred by curator	17202159;27924024;29087512;21536859	Homo sapiens	GTRD;TRED;TRRUST	Yes	Mm:P26323;Rn:Q4Z8P1	Dr:Q9PU61	Mm:P81270	Dr:F1QK28;Rn:A0A0G2JWE9
P37231	Q07954	5468	4035	PPARG	LRP1	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	29126285;27924024;12551936;22900683	Homo sapiens	GTRD;HTRI;ReMap	Yes	-	-	Dm:A0A0B4KFD1;Dr:F1QY34;Mm:A0A0R4J0I9;Rn:G3V928	-
P10070	P05412	2736	3725	GLI2	JUN	inferred by curator	29087512;19219074	Homo sapiens	TRRUST	Yes	Mm:Q0VGT2;Rn:F1M2B7	Dr:B0S6T1	Dr:Q6NZT5;Mm:P05627;Rn:P17325	-
O75925	P05093	8554	1586	PIAS1	CYP17A1	inferred by curator	21467194;29087512	Homo sapiens	TRRUST	Yes	Dr:X1WDM3;Dr:A0A1D5NSS2;Mm:O88907;Rn:G3V9T0	-	Mm:P27786;Rn:A0A0G2JSR8	Dr:A2ATX9
P42224	Q8IU57	6772	163702	STAT1	IFNLR1	chromatin immunoprecipitation assay;inferred by curator	18971253;20372826;29087512;29126285	Homo sapiens	PAZAR;ReMap;TRRUST	Yes	Dr:Q6P943	Mm:A0A087WSP5	Mm:Q8CGK5;Rn:D3ZB58	-
P10275	P02656	367	345	AR	APOC3	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Mm:P19091;Rn:A0A0G2JSI8	-	Mm:E9QP56;Rn:A0A0G2K8Q1	-
Q06330	P53814	3516	6525	RBPJ	SMTN	chromatin immunoprecipitation assay;inferred by curator	29126285;22761861;15987768;27924024	Homo sapiens	GTRD;ReMap;TFactS_via_DoRothea	Yes	Dm:P28159;Dr:A4FTT3;Mm:P31266;Rn:M0R7Q3	-	-	-
P04637	P09603	7157	1435	TP53	CSF1	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	Mm:P07141	Rn:A0A0G2K4Q6
P05412	Q16661	3725	2981	JUN	GUCA2B	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:Q6NZT5;Mm:P05627;Rn:P17325	-	Mm:O09051;Rn:P70668	-
Q8IV16	P14174	338328	4282	GPIHBP1	MIF	inferred by curator	29087512;20383199	Homo sapiens	TRRUST	Yes	-	-	Ce:Q9U228;Mm:P34884;Rn:D3ZE63	Dr:Q0ZBR7;Rn:D4A3P7;Rn:P30904
Q8N907	Q9UQF0	199699	30816	DAND5	ERVW-1	inferred by curator	15888734;29087512	Homo sapiens	TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	-	-
Q16665	Q9NR61	3091	54567	HIF1A	DLL4	chromatin immunoprecipitation assay;inferred by curator	22761861;16204037;29126285;27924024	Homo sapiens	GTRD;ReMap;TFactS_via_DoRothea	Yes	Dr:Q6EHI4;Mm:Q61221;Rn:D4A8P8	-	Mm:Q9JI71;Rn:D3ZHH1	Dr:Q5SPB5
Q8N907	P49768	199699	5663	DAND5	PSEN1	chromatin immunoprecipitation assay;inferred by curator	29126285;29087512;10446206	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Dr:F1Q8Y6;Mm:P49769;Rn:P97887	-
P10070	O75110	2736	10079	GLI2	ATP9A	inferred by curator	22761861;14691458	Homo sapiens	TFactS_via_DoRothea	Yes	Mm:Q0VGT2;Rn:F1M2B7	Dr:B0S6T1	-	Mm:B2FDH4;Rn:M0R6E0
P08047	Q93009	6667	7874	SP1	USP7	chromatin immunoprecipitation assay;inferred by curator	29087512;7642633;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Dm:Q9VYQ8;Rn:F1LM09	Ce:N1NTD8;Dr:I3ISS5;Mm:F8VPX1
P10070	Q9UKW4	2736	10451	GLI2	VAV3	inferred by curator	22761861;14691458	Homo sapiens	TFactS_via_DoRothea	Yes	Mm:Q0VGT2;Rn:F1M2B7	Dr:B0S6T1	Mm:Q9R0C8;Rn:F1LWB1	Dr:B0S6C8
P15976	Q9UI36	2623	1602	GATA1	DACH1	chromatin immunoprecipitation assay;inferred by curator	29087512;27924024;22902925	Homo sapiens	GTRD;TRRUST	Yes	Mm:P17679	Rn:P43429	Dr:F1QGB8;Mm:Q9QYB2;Rn:F1M0Y6	-
P04637	P62736	7157	59	TP53	ACTA2	chromatin immunoprecipitation assay;inferred by curator	18431400;31340985;29126285;27924024	Homo sapiens	DoRothEA;GTRD;ReMap	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	Mm:P62737;Rn:A0A0G2K4M6	-
P19838	Q14494	4790	4779	NFKB1	NFE2L1	chromatin immunoprecipitation assay;inferred by curator	20587593;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	Dr:U3JAR7;Mm:Q61985;Rn:D4A349	-
Q13761	P15884	864	6925	RUNX3	TCF4	chromatin immunoprecipitation assay;inferred by curator	24447505;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Rn:A0A0G2K9V0	Dr:F6NM27;Mm:Q3U1Q3	-	-
P16220	P49840	1385	2931	CREB1	GSK3A	chromatin immunoprecipitation assay;inferred by curator	11579131;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:Q803K8;Mm:Q01147;Rn:P15337	Dr:E9QHG0	Mm:Q2NL51;Rn:P18265;Sc:P21965	Dr:Q1LYN4
P10242	Q9UQ80	4602	5036	MYB	PA2G4	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1QP24;Rn:A0A0G2K2A4	Mm:A0A087WPA7	Ce:Q9N5B3;Dm:Q9VRP2;Dr:Q6PHD8;Dr:Q8AW82;Mm:P50580;Rn:Q6AYD3	-
P19838	Q9Y251	4790	10855	NFKB1	HPSE	inferred by curator	29087512;14558943;17715045	Homo sapiens	TRRUST	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	Dr:Q1LVP9;Mm:Q6YGZ1	Rn:F1M581
P14921	P13796	2113	3936	ETS1	LCP1	chromatin immunoprecipitation assay;inferred by curator	29126285;26578589;20019798;18971253;27924024;17202159;22900683	Homo sapiens	GTRD;HTRI;ORegAnno;PAZAR;ReMap;TRED	Yes	Mm:P27577;Rn:P41156	-	Mm:Q61233	Rn:A0A0G2K014
P56693	P13727	6663	5553	SOX10	PRG2	inferred by curator	11734543;29087512	Homo sapiens	TRRUST	Yes	Dr:Q90XD1;Mm:Q04888;Rn:O55170	-	Mm:Q61878	Rn:G3V729
P17676	P13726	1051	2152	CEBPB	F3	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:P28033;Rn:P21272	-	Dr:C7S6G4;Dr:B0UY88;Mm:A0A0R4J088;Rn:Q66HI4	-
Q16254	Q13257	1874	4085	E2F4	MAD2L1	chromatin immunoprecipitation array;chromatin immunoprecipitation assay;inferred by curator	29126285;26578589;18971253;27924024;17531812;17202159;22900683	Homo sapiens	GTRD;HTRI;ORegAnno;PAZAR;ReMap;TRED	Yes	Dr:A0A0R4ICD5;Mm:Q8R0K9;Rn:D4A9V4	-	Ce:Q9NGT3;Dm:Q9VRQ2;Mm:Q9Z1B5;Rn:D4ACM2;Sc:P40958	Dr:F1QHN1
P15336	P35558	1386	5105	ATF2	PCK1	chromatin immunoprecipitation assay;inferred by curator	27899662;12453892;27924024;17202159;29087512	Homo sapiens	GTRD;KEGG_via_DoRothEA;TRED;TRRUST	Yes	Mm:P16951;Rn:Q00969	Dr:F1QIZ9	Mm:Q9Z2V4;Rn:P07379	-
Q06330	P50553	3516	429	RBPJ	ASCL1	chromatin immunoprecipitation assay;inferred by curator	9133387;9102301;11306509;22761861;27924024	Homo sapiens	GTRD;TFactS_via_DoRothea	Yes	Dm:P28159;Dr:A4FTT3;Mm:P31266;Rn:M0R7Q3	-	Dr:Q90259;Mm:Q02067;Rn:P19359	-
P01106	P07814	4609	2058	MYC	EPRS1	chromatin immunoprecipitation assay;inferred by curator	22761861;11983916;29126285;27924024	Homo sapiens	GTRD;ReMap;TFactS_via_DoRothea	Yes	Dr:F1RC36;Mm:P01108	-	Dm:P28668;Dr:F1QP23;Mm:Q8CGC7;Rn:A0A0G2JZI2	-
P18850	Q15466	22926	8431	ATF6	NR0B2	inferred by curator	29087512;18450959	Homo sapiens	TRRUST	Yes	Dr:Q5RH85;Mm:F6VAN0;Rn:G3V909	-	Mm:Q62227;Rn:P97947	Dr:F8W3I2
P05549	P23352	7020	3730	TFAP2A	ANOS1	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	-	-	-	-
Q9UL17	P01579	30009	3458	TBX21	IFNG	chromatin immunoprecipitation assay;inferred by curator	21507199;16498264;22521571;29126285;21540308;19348920;17541280;27899662;12938094;16737784;20977921;24752800;20056084;19879772;17705132;27924024;29087512	Homo sapiens	GTRD;KEGG_via_DoRothEA;ReMap;TRRUST	Yes	Mm:Q9JKD8;Rn:D3ZCM2	-	Mm:P01580	Rn:P01581
Q04206	Q16831	5970	7378	RELA	UPP1	chromatin immunoprecipitation assay;inferred by curator	29126285;29087512;20544543;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:Q04207;Rn:Q7TQN4	-	Ce:Q23588;Dm:Q8T8S2;Mm:P52624;Rn:Q499V1	-
Q9UGL1	P78545	10765	1999	KDM5B	ELF3	chromatin immunoprecipitation assay;inferred by curator	24937458;29126285;27924024;24234451	Homo sapiens	GTRD;IntAct_via_DoRothEA;ReMap	Yes	Mm:Q80Y84;Rn:A0A0G2K6G9	-	Mm:Q3UPW2;Rn:Q4V7E1	-
P19838	Q9UEW8	4790	27347	NFKB1	STK39	inferred by curator	29087512;18787102	Homo sapiens	TRRUST	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	Mm:Q9Z1W9;Rn:O88506	-
Q8N907	P23771	199699	2625	DAND5	GATA3	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;15486968	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Dr:Q91428;Mm:P23772;Rn:Q99NH5	-
Q00978	Q8NEV9	10379	246778	IRF9	IL27	inferred by curator	20083668;29087512	Homo sapiens	TRRUST	Yes	Rn:G3V8J4	Mm:E9PZJ2	Mm:Q8K3I6	Rn:D3ZPW3
P11308	Q15047	2078	9869	ERG	SETDB1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:P81270	Dr:F1QK28;Rn:A0A0G2JWE9	Rn:A0A0G2K5A7	Dr:A0A0R4IPA3;Mm:D3YYC3
P61244	P01106	4149	4609	MAX	MYC	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;9797456	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Ce:G5EEH5;Dm:P91664;Mm:P28574;Rn:P52164	-	Dr:F1RC36;Mm:P01108	-
Q02447	P15036	6670	2114	SP3	ETS2	chromatin immunoprecipitation assay;inferred by curator	12560478;27924024;20211142	Homo sapiens	FANTOM4_via_DoRothEA;GTRD	Yes	Mm:O70494;Rn:A0A0G2K5M1	Dr:B0R082	Dr:Q501S1;Mm:P15037;Rn:D4AAH4	-
P32519	P19838	1997	4790	ELF1	NFKB1	chromatin immunoprecipitation assay;inferred by curator	29126285;9190210;16513841;20211142;27924024	Homo sapiens	FANTOM4_via_DoRothEA;GTRD;ReMap	Yes	Dr:E7F1J0;Mm:Q60775	Rn:G3V9V2	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-
O75925	P14410	8554	6476	PIAS1	SI	chromatin immunoprecipitation assay;inferred by curator	22539995;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Dr:X1WDM3;Dr:A0A1D5NSS2;Mm:O88907;Rn:G3V9T0	-	Mm:F8VQM5	Dr:A0A0G2L1N0;Rn:F1M792
P36402	Q13421	6932	10232	TCF7	MSLN	inferred by curator	22761861;15890249	Homo sapiens	TFactS_via_DoRothea	Yes	Rn:D3ZLD0	Dr:F8W4S5;Mm:A0A5K1VVQ7	Mm:Q61468	Rn:Q9ERA7
Q10587	P12883	7008	4625	TEF	MYH7	inferred by curator	15933209;26578589	Homo sapiens	ORegAnno	Yes	Dr:F1QEE6;Mm:Q9JLC6	Rn:A0A0G2K2I8	Mm:Q91Z83;Rn:G3V8B0	-
Q14209	O00444	1870	10733	E2F2	PLK4	inferred by curator	22761861;18439978	Homo sapiens	TFactS_via_DoRothea	Yes	Dr:E7FFJ8;Mm:P56931;Rn:M0RDX6	-	Dm:O97143;Dr:F1RB74;Mm:Q64702;Rn:B2GUY1	-
P10242	Q13268	4602	10202	MYB	DHRS2	inferred by curator	17202159;15105423;29087512	Homo sapiens	TRED;TRRUST	Yes	Dr:F1QP24;Rn:A0A0G2K2A4	Mm:A0A087WPA7	-	Rn:D3ZEZ3
P08047	P42768	6667	7454	SP1	WAS	chromatin immunoprecipitation assay;inferred by curator	10066431;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Mm:P70315	Dr:B0S5G8;Rn:M0RBE8
Q12778	Q16822	2308	5106	FOXO1	PCK2	DNase I footprinting;chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	29126285;22458515;27899662;10385407;27924024;22900683	Homo sapiens	GTRD;HTRI;KEGG_via_DoRothEA;ReMap;TFe_via_DoRothEA	Yes	Dr:A3RK74;Mm:Q9R1E0;Rn:G3V7R4	-	Dr:F1R9Y5;Rn:F1LQJ7	-
Q04206	P0DJI9	5970	6289	RELA	SAA2	chromatin immunoprecipitation assay;inferred by curator	29126285;8244997;22761861;27924024;17202159;29087512	Homo sapiens	GTRD;ReMap;TFactS_via_DoRothea;TRED;TRRUST	Yes	Mm:Q04207;Rn:Q7TQN4	-	-	-
Q13118	P23219	7071	5742	KLF10	PTGS1	inferred by curator	29087512;23178857	Homo sapiens	TRRUST	Yes	Mm:O89091;Rn:O08876	-	Mm:P22437	Dr:F1R0R6;Rn:Q66HK3
P49715	P25445	1050	355	CEBPA	FAS	chromatin immunoprecipitation assay;inferred by curator	29126285;26578589;18971253;27924024;17202159	Homo sapiens	GTRD;ORegAnno;PAZAR;ReMap;TRED	Yes	Dr:Q8UVZ1;Mm:P53566;Rn:A0A0H2UI22	-	Mm:P25446;Rn:F1LWQ2	-
P01106	P51811	4609	7504	MYC	XK	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Dr:Q5GH44;Mm:Q9QXY7;Rn:Q3B7L3	-
P09874	Q8WXU2	142	161582	PARP1	DNAAF4	chromatin immunoprecipitation assay;inferred by curator	29087512;18445785;27924024	Homo sapiens	GTRD;TRRUST	Yes	Ce:Q9N4H4;Dm:P35875;Dr:Q5RHR0;Rn:P27008	Mm:Q921K2	Mm:Q8R368;Mm:E9PYU5;Rn:Q5VJS5	Dr:A0A0R4ID80
Q12857	P02768	4774	213	NFIA	ALB	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Dr:Q1L9B0;Mm:Q02780;Rn:A0A0G2K5I9	-	Mm:P07724;Rn:A0A0G2JSH5	-
